City: Abbeville, LA, Adj: 10
City: McMinnville, OR, Adj: 17
City: McMinnville, TN, Adj: 13
City: Macomb, IL, Adj: 10
City: Macon, GA, Adj: 6
City: McPherson, KS, Adj: 14
City: Madera, CA, Adj: 14
City: Madison, IN, Adj: 19
City: Madison, WI, Adj: 27
City: Madisonville, KY, Adj: 14
City: Magnolia, AR, Adj: 11
City: Mahomet, IL, Adj: 8
City: Malone, NY, Adj: 3
City: Malvern, AR, Adj: 9
City: Manchester, NH, Adj: 11
City: Manchester, TN, Adj: 15
City: Mandeville, LA, Adj: 15
City: Manhattan, KS, Adj: 18
City: Manitowoc, WI, Adj: 12
City: Mankato, MN, Adj: 15
City: Mansfield, OH, Adj: 14
City: Manteca, CA, Adj: 22
City: Maricopa, AZ, Adj: 15
City: Marietta, OH, Adj: 9
City: Marinette, WI, Adj: 7
City: Marion, IN, Adj: 12
City: Marion, NC, Adj: 10
City: Marion, OH, Adj: 16
City: Marion Oaks, FL, Adj: 9
City: Marquette, MI, Adj: 2
City: Marshall, MN, Adj: 9
City: Marshall, MO, Adj: 12
City: Marshall, TX, Adj: 13
City: Marshalltown, IA, Adj: 11
City: Marshfield, WI, Adj: 7
City: Martin, TN, Adj: 11
City: Martinsville, IN, Adj: 11
City: Martinsville, VA, Adj: 10
City: Marysville, OH, Adj: 17
City: Marysville, WA, Adj: 14
City: Maryville, MO, Adj: 12
City: Mason City, IA, Adj: 12
City: Massena, NY, Adj: 2
City: Mattoon, IL, Adj: 6
City: Mauldin, SC, Adj: 13
City: Mayaguez, PR, Adj: 11
City: Mayfield, KY, Adj: 13
City: Maysville, KY, Adj: 26
City: Meadville, PA, Adj: 11
City: Mecca, CA, Adj: 9
City: Medford, OR, Adj: 3
City: Memphis, TN, Adj: 10
City: Mendota, CA, Adj: 14
City: Menomonie, WI, Adj: 11
City: Merced, CA, Adj: 15
City: Meridian, MS, Adj: 5
City: Merrill, WI, Adj: 5
City: Mesquite, NV, Adj: 8
City: Mexico, MO, Adj: 13
City: Miami, FL, Adj: 1
City: Miami, OK, Adj: 15
City: Michigan City, IN, Adj: 7
City: Middlesborough, KY, Adj: 0
City: Middletown, DE, Adj: 11
City: Middletown, NY, Adj: 11
City: Middletown, OH, Adj: 16
City: Midland, MI, Adj: 6
City: Midland, TX, Adj: 6
City: Milford, DE, Adj: 13
City: Milledgeville, GA, Adj: 6
City: Milton, PA, Adj: 11
City: Milwaukee, WI, Adj: 23
City: Minden, LA, Adj: 9
City: Mineral Wells, TX, Adj: 8
City: Minneapolis, MN, Adj: 20
City: Minot, ND, Adj: 2
City: Mission Viejo, CA, Adj: 5
City: Missoula, MT, Adj: 3
City: Mitchell, SD, Adj: 9
City: Moberly, MO, Adj: 9
City: Mobile, AL, Adj: 5
City: Modesto, CA, Adj: 19
City: Monessen, PA, Adj: 14
City: Monmouth, OR, Adj: 18
City: Monroe, GA, Adj: 8
City: Monroe, LA, Adj: 10
City: Monroe, MI, Adj: 11
City: Monroe, WI, Adj: 24
City: Montgomery, AL, Adj: 11
City: Monticello, MN, Adj: 18
City: Montrose, CO, Adj: 5
City: Morehead City, NC, Adj: 5
City: Morgan City, LA, Adj: 14
City: Morgantown, WV, Adj: 16
City: Morris, IL, Adj: 13
City: Morristown, TN, Adj: 7
City: Morro Bay, CA, Adj: 7
City: Moscow, ID, Adj: 8
City: Moses Lake, WA, Adj: 9
City: Moultrie, GA, Adj: 8
City: Mountain Home, AR, Adj: 8
City: Mountain Home, ID, Adj: 8
City: Mount Airy, NC, Adj: 8
City: Mount Pleasant, MI, Adj: 8
City: Mount Pleasant, TX, Adj: 12
City: Mount Pocono, PA, Adj: 12
City: Mount Sterling, KY, Adj: 17
City: Mount Vernon, IL, Adj: 7
City: Mount Vernon, OH, Adj: 13
City: Mount Vernon, WA, Adj: 11
City: Mukwonago, WI, Adj: 28
City: Muncie, IN, Adj: 15
City: Murfreesboro, TN, Adj: 17
City: Murray, KY, Adj: 12
City: Murrieta, CA, Adj: 8
City: Muscatine, IA, Adj: 13
City: Muskegon, MI, Adj: 5
City: Muskogee, OK, Adj: 13
City: Myrtle Beach, SC, Adj: 3
City: Mystic Island, NJ, Adj: 9
City: Nacogdoches, TX, Adj: 12
City: Nampa, ID, Adj: 4
City: Napa, CA, Adj: 17
City: Nashua, NH, Adj: 11
City: Nashville-Davidson, TN, Adj: 13
City: Natchez, MS, Adj: 8
City: Natchitoches, LA, Adj: 7
City: Neosho, MO, Adj: 12
City: Newark, NY, Adj: 7
City: Newark, OH, Adj: 14
City: New Bedford, MA, Adj: 4
City: Newberg, OR, Adj: 17
City: New Bern, NC, Adj: 7
City: Newberry, SC, Adj: 10
City: New Castle, IN, Adj: 11
City: New Castle, PA, Adj: 14
City: New Freedom, PA, Adj: 12
City: New Haven, CT, Adj: 10
City: Newman, CA, Adj: 18
City: New Orleans, LA, Adj: 13
City: New Philadelphia, OH, Adj: 12
City: Newport, OR, Adj: 15
City: Newport, TN, Adj: 8
City: Newton, IA, Adj: 9
City: Newton, KS, Adj: 17
City: Newton, NJ, Adj: 15
City: New Ulm, MN, Adj: 16
City: New York, NY, Adj: 10
City: Nicholasville, KY, Adj: 22
City: Nipomo, CA, Adj: 7
City: Nogales, AZ, Adj: 9
City: Norfolk, NE, Adj: 12
City: Norman, OK, Adj: 12
City: North Adams, MA, Adj: 12
City: Northfield, MN, Adj: 21
City: North Platte, NE, Adj: 2
City: North Port, FL, Adj: 8
City: North Vernon, IN, Adj: 17
City: North Wilkesboro, NC, Adj: 7
City: Norton, VA, Adj: 5
City: Norwalk, OH, Adj: 13
City: Norwich, CT, Adj: 9
City: Oak Harbor, WA, Adj: 14
City: Oak Island, NC, Adj: 3
City: Ocala, FL, Adj: 7
City: Ocean Pines, MD, Adj: 8
City: Ocean View, DE, Adj: 9
City: Odessa, TX, Adj: 8
City: Ogden, UT, Adj: 9
City: Ogdensburg, NY, Adj: 2
City: Oil City, PA, Adj: 11
City: Okeechobee, FL, Adj: 9
City: Oklahoma City, OK, Adj: 13
City: Okmulgee, OK, Adj: 13
City: Olean, NY, Adj: 4
City: Olympia, WA, Adj: 14
City: Omaha, NE, Adj: 11
City: Oneida, NY, Adj: 6
City: Oneonta, NY, Adj: 4
City: Ontario, OR, Adj: 4
City: Opelousas, LA, Adj: 14
City: Orangeburg, SC, Adj: 3
City: Oregon, WI, Adj: 28
City: Orlando, FL, Adj: 11
City: Orosi, CA, Adj: 15
City: Oroville, CA, Adj: 11
City: Oshkosh, WI, Adj: 20
City: Oskaloosa, IA, Adj: 11
City: Oswego, NY, Adj: 5
City: Othello, WA, Adj: 10
City: Otsego, MI, Adj: 12
City: Ottawa, IL, Adj: 13
City: Ottawa, KS, Adj: 22
City: Ottumwa, IA, Adj: 12
City: Owatonna, MN, Adj: 18
City: Owensboro, KY, Adj: 12
City: Owosso, MI, Adj: 13
City: Oxford, MS, Adj: 11
City: Oxford, OH, Adj: 14
City: Oxnard, CA, Adj: 7
City: Ozark, AL, Adj: 9
City: Pacific, MO, Adj: 10
City: Paducah, KY, Adj: 13
City: Pahrump, NV, Adj: 6
City: Palatka, FL, Adj: 10
City: Palestine, TX, Adj: 16
City: Palm Bay, FL, Adj: 7
City: Palm Coast, FL, Adj: 4
City: Pampa, TX, Adj: 6
City: Panama City, FL, Adj: 3
City: Paradise, CA, Adj: 8
City: Paragould, AR, Adj: 11
City: Paris, KY, Adj: 22
City: Paris, TN, Adj: 8
City: Paris, TX, Adj: 12
City: Park City, UT, Adj: 8
City: Parkersburg, WV, Adj: 13
City: Parlier, CA, Adj: 17
City: Parsons, KS, Adj: 26
City: Pascagoula, MS, Adj: 8
City: Patterson, CA, Adj: 18
City: Pawleys Island, SC, Adj: 2
City: Paw Paw Lake, MI, Adj: 9
City: Payson, AZ, Adj: 15
City: Pecos, TX, Adj: 6
City: Pell City, AL, Adj: 19
City: Pendleton, OR, Adj: 7
City: Pensacola, FL, Adj: 6
City: Peoria, IL, Adj: 10
City: Peru, IN, Adj: 12
City: Peru, IL, Adj: 13
City: Petaluma, CA, Adj: 13
City: Philadelphia, PA, Adj: 15
City: Philipsburg, PA, Adj: 10
City: Phoenix, AZ, Adj: 16
City: Picayune, MS, Adj: 13
City: Pierre, SD, Adj: 0
City: Pine Bluff, AR, Adj: 9
City: Pinehurst, NC, Adj: 10
City: Piqua, OH, Adj: 16
City: Pittsburg, KS, Adj: 26
City: Pittsburgh, PA, Adj: 14
City: Pittsfield, MA, Adj: 10
City: Placerville, CA, Adj: 14
City: Plainview, TX, Adj: 7
City: Platteville, WI, Adj: 12
City: Plattsburgh, NY, Adj: 4
City: Pleasanton, TX, Adj: 9
City: Plymouth, IN, Adj: 11
City: Pocatello, ID, Adj: 8
City: Poinciana, FL, Adj: 13
City: Point Pleasant, OH, Adj: 19
City: Ponca City, OK, Adj: 15
City: Ponce, PR, Adj: 14
City: Pontiac, IL, Adj: 10
City: Poplar Bluff, MO, Adj: 8
City: Portage, WI, Adj: 24
City: Portales, NM, Adj: 14
City: Port Angeles, WA, Adj: 13
City: Port Arthur, TX, Adj: 7
City: Port Clinton, OH, Adj: 15
City: Porterville, CA, Adj: 16
City: Port Huron, MI, Adj: 2
City: Port Isabel, TX, Adj: 4
City: Port Jervis, NY, Adj: 12
City: Portland, ME, Adj: 9
City: Portland, OR, Adj: 16
City: Portland, TN, Adj: 11
City: Port Lavaca, TX, Adj: 9
City: Port St. Lucie, FL, Adj: 6
City: Portsmouth, NH, Adj: 10
City: Portsmouth, OH, Adj: 7
City: Pottstown, PA, Adj: 16
City: Pottsville, PA, Adj: 17
City: Poughkeepsie, NY, Adj: 11
City: Prescott Valley, AZ, Adj: 16
City: Price, UT, Adj: 4
City: Princess Anne, MD, Adj: 9
City: Prineville, OR, Adj: 3
City: Providence, RI, Adj: 8
City: Provo, UT, Adj: 7
City: Pueblo, CO, Adj: 3
City: Pukalani, HI, Adj: 3
City: Pulaski, VA, Adj: 5
City: Pullman, WA, Adj: 7
City: Purcellville, VA, Adj: 11
City: Quincy, IL, Adj: 11
City: Racine, WI, Adj: 22
City: Raleigh, NC, Adj: 14
City: Ramona, CA, Adj: 3
City: Rantoul, IL, Adj: 8
City: Rapid City, SD, Adj: 1
City: Raymondville, TX, Adj: 8
City: Reading, PA, Adj: 15
City: Red Bluff, CA, Adj: 3
City: Redding, CA, Adj: 1
City: Redmond, OR, Adj: 3
City: Red Wing, MN, Adj: 16
City: Reedley, CA, Adj: 15
City: Reidsville, NC, Adj: 9
City: Reno, NV, Adj: 19
City: Rexburg, ID, Adj: 5
City: Richmond, IN, Adj: 15
City: Richmond, KY, Adj: 17
City: Richmond, VA, Adj: 2
City: Ridgecrest, CA, Adj: 2
City: Rifle, CO, Adj: 6
City: Rincon, GA, Adj: 6
City: Rio Grande City, TX, Adj: 5
City: River Falls, WI, Adj: 17
City: Riverside, CA, Adj: 9
City: Riverton, WY, Adj: 2
City: Roanoke, VA, Adj: 8
City: Roanoke Rapids, NC, Adj: 4
City: Robstown, TX, Adj: 9
City: Rochelle, IL, Adj: 24
City: Rochester, MN, Adj: 15
City: Rochester, NY, Adj: 5
City: Rockford, IL, Adj: 23
City: Rock Hill, SC, Adj: 11
City: Rockingham, NC, Adj: 10
City: Rockport, TX, Adj: 8
City: Rock Springs, WY, Adj: 5
City: Rocky Mount, NC, Adj: 12
City: Rolla, MO, Adj: 11
City: Rome, GA, Adj: 13
City: Rome, NY, Adj: 6
City: Rosamond, CA, Adj: 9
City: Roseburg, OR, Adj: 6
City: Roswell, NM, Adj: 7
City: Round Lake Beach, IL, Adj: 18
City: Russellville, AR, Adj: 9
City: Ruston, LA, Adj: 9
City: Rutland, VT, Adj: 13
City: Sacramento, CA, Adj: 24
City: Safford, AZ, Adj: 12
City: Saginaw, MI, Adj: 7
City: Sahuarita, AZ, Adj: 14
City: St. Augustine, FL, Adj: 6
City: St. Cloud, MN, Adj: 12
City: St. George, UT, Adj: 6
City: St. Helens, OR, Adj: 17
City: St. Joseph, MO, Adj: 13
City: St. Louis, MO, Adj: 13
City: St. Marys, GA, Adj: 6
City: St. Peter, MN, Adj: 15
City: St. Simons, GA, Adj: 6
City: Salem, OH, Adj: 12
City: Salem, OR, Adj: 17
City: Salina, KS, Adj: 15
City: Salinas, CA, Adj: 10
City: Salisbury, MD, Adj: 10
City: Salt Lake City, UT, Adj: 7
City: San Angelo, TX, Adj: 4
City: San Antonio, TX, Adj: 10
City: San Diego, CA, Adj: 2
City: Sandpoint, ID, Adj: 6
City: Sandusky, OH, Adj: 12
City: Sanford, ME, Adj: 13
City: Sanford, NC, Adj: 16
City: San Francisco, CA, Adj: 15
City: Sanger, CA, Adj: 15
City: San German, PR, Adj: 12
City: San Jose, CA, Adj: 18
City: San Juan, PR, Adj: 12
City: San Luis, AZ, Adj: 8
City: San Luis Obispo, CA, Adj: 9
City: San Marcos, TX, Adj: 13
City: Santa Barbara, CA, Adj: 8
City: Santa Clarita, CA, Adj: 12
City: Santa Cruz, CA, Adj: 10
City: Santa Fe, NM, Adj: 7
City: Santa Isabel, PR, Adj: 15
City: Santa Maria, CA, Adj: 7
City: Santa Paula, CA, Adj: 10
City: Santa Rosa, CA, Adj: 12
City: Sarasota, FL, Adj: 4
City: Saratoga Springs, NY, Adj: 9
City: Sault Ste. Marie, MI, Adj: 0
City: Savannah, GA, Adj: 6
City: Sayre, PA, Adj: 6
City: Scottsbluff, NE, Adj: 7
City: Scottsboro, AL, Adj: 27
City: Scottsburg, IN, Adj: 14
City: Scranton, PA, Adj: 11
City: Searcy, AR, Adj: 7
City: Seaside, CA, Adj: 9
City: Seattle, WA, Adj: 14
City: Sebastian, FL, Adj: 4
City: Sebring, FL, Adj: 12
City: Sedalia, MO, Adj: 12
City: Seguin, TX, Adj: 13
City: Selma, AL, Adj: 5
City: Selma, CA, Adj: 18
City: Seneca, SC, Adj: 9
City: Sequim, WA, Adj: 14
City: Sevierville, TN, Adj: 6
City: Seymour, IN, Adj: 16
City: Shady Side, MD, Adj: 9
City: Shafter, CA, Adj: 12
City: Shamokin, PA, Adj: 14
City: Shawano, WI, Adj: 13
City: Shawnee, OK, Adj: 13
City: Sheboygan, WI, Adj: 16
City: Shelby, NC, Adj: 11
City: Shelbyville, IN, Adj: 15
City: Shelbyville, KY, Adj: 26
City: Shelbyville, TN, Adj: 15
City: Shelton, WA, Adj: 13
City: Shenandoah, PA, Adj: 18
City: Sheridan, WY, Adj: 2
City: Sherman, TX, Adj: 14
City: Shippensburg, PA, Adj: 14
City: Show Low, AZ, Adj: 8
City: Shreveport, LA, Adj: 11
City: Sidney, OH, Adj: 15
City: Sierra View, PA, Adj: 15
City: Sierra Vista, AZ, Adj: 10
City: Sikeston, MO, Adj: 13
City: Siloam Springs, AR, Adj: 12
City: Silver City, NM, Adj: 5
City: Silverthorne, CO, Adj: 12
City: Simi Valley, CA, Adj: 10
City: Sioux City, IA, Adj: 11
City: Sioux Falls, SD, Adj: 13
City: Slidell, LA, Adj: 13
City: Smithfield, NC, Adj: 15
City: Smithfield, VA, Adj: 3
City: Snoqualmie, WA, Adj: 9
City: Snyder, TX, Adj: 6
City: Soledad, CA, Adj: 9
City: Solvang, CA, Adj: 7
City: Somerset, KY, Adj: 21
City: Somerset, PA, Adj: 10
City: Somerton, AZ, Adj: 8
City: Sonoma, CA, Adj: 15
City: Sonora, CA, Adj: 12
City: South Bend, IN, Adj: 8
City: South Lake Tahoe, CA, Adj: 9
City: South Lyon, MI, Adj: 9
City: Spartanburg, SC, Adj: 16
City: Spearfish, SD, Adj: 2
City: Spencer, IA, Adj: 8
City: Spirit Lake, IA, Adj: 10
City: Spokane, WA, Adj: 6
City: Spout Springs, NC, Adj: 13
City: Springfield, IL, Adj: 7
City: Springfield, MA, Adj: 15
City: Springfield, MO, Adj: 10
City: Springfield, OH, Adj: 15
City: Springfield, TN, Adj: 12
City: Spring Hill, FL, Adj: 8
City: Spring Hill, TN, Adj: 19
City: Springs, NY, Adj: 5
City: Starkville, MS, Adj: 6
City: State College, PA, Adj: 10
City: Statesboro, GA, Adj: 5
City: Staunton, VA, Adj: 4
City: Stayton, OR, Adj: 17
City: Steamboat Springs, CO, Adj: 6
City: Stephenville, TX, Adj: 8
City: Sterling, CO, Adj: 3
City: Sterling, IL, Adj: 16
City: Stevens Point, WI, Adj: 12
City: Stillwater, OK, Adj: 15
City: Stockton, CA, Adj: 22
City: Storm Lake, IA, Adj: 9
City: Streator, IL, Adj: 9
City: Sturgis, MI, Adj: 13
City: Sulphur Springs, TX, Adj: 20
City: Summerville, GA, Adj: 14
City: Sumter, SC, Adj: 5
City: Sunbury, PA, Adj: 13
City: Sun City Hilton Head, SC, Adj: 4
City: Sunnyside, WA, Adj: 9
City: Susanville, CA, Adj: 6
City: Swansboro, NC, Adj: 7
City: Sweetwater, TX, Adj: 4
City: Sylacauga, AL, Adj: 16
City: Syracuse, NY, Adj: 7
City: Taft, CA, Adj: 10
City: Tafuna, AS, Adj: 0
City: Tahlequah, OK, Adj: 15
City: Talladega, AL, Adj: 17
City: Tallahassee, FL, Adj: 3
City: Tamaqua, PA, Adj: 16
City: Tampa, FL, Adj: 8
City: Taos, NM, Adj: 6
City: Tarboro, NC, Adj: 10
City: Taylor, TX, Adj: 12
City: Taylorville, IL, Adj: 6
City: Tehachapi, CA, Adj: 9
City: Temple, TX, Adj: 13
City: Terre Haute, IN, Adj: 6
City: Terrell, TX, Adj: 20
City: Texarkana, TX, Adj: 9
City: Texas City, TX, Adj: 9
City: The Dalles, OR, Adj: 5
City: Thomaston, GA, Adj: 9
City: Thomasville, GA, Adj: 6
City: Thousand Oaks, CA, Adj: 9
City: Three Rivers, MI, Adj: 14
City: Tiffin, OH, Adj: 15
City: Tifton, GA, Adj: 7
City: Titusville, FL, Adj: 7
City: Toccoa, GA, Adj: 10
City: Toledo, OH, Adj: 12
City: Tooele, UT, Adj: 7
City: Topeka, KS, Adj: 20
City: Toppenish, WA, Adj: 10
City: Torrington, CT, Adj: 13
City: Tracy, CA, Adj: 23
City: Traverse City, MI, Adj: 1
City: Trenton, NJ, Adj: 13
City: Troy, AL, Adj: 9
City: Troy, MO, Adj: 15
City: Truckee, CA, Adj: 10
City: Tucson, AZ, Adj: 15
City: Tullahoma, TN, Adj: 15
City: Tulsa, OK, Adj: 16
City: Tupelo, MS, Adj: 6
City: Turlock, CA, Adj: 19
City: Tuscaloosa, AL, Adj: 8
City: Twentynine Palms, CA, Adj: 7
City: Twin Falls, ID, Adj: 5
City: Twin Rivers, NJ, Adj: 11
City: Tyler, TX, Adj: 19
City: Ukiah, CA, Adj: 4
City: Union, SC, Adj: 14
City: Union City, TN, Adj: 11
City: Uniontown, PA, Adj: 9
City: Urbana, OH, Adj: 15
City: Urban Honolulu, HI, Adj: 3
City: Utica, NY, Adj: 5
City: Uvalde, TX, Adj: 6
City: Vacaville, CA, Adj: 21
City: Valdosta, GA, Adj: 5
City: Vallejo, CA, Adj: 18
City: Valley, AL, Adj: 15
City: Van Wert, OH, Adj: 12
City: Vermillion, SD, Adj: 15
City: Vernal, UT, Adj: 3
City: Vernon, TX, Adj: 5
City: Versailles, KY, Adj: 25
City: Vicksburg, MS, Adj: 10
City: Victoria, TX, Adj: 11
City: Victorville, CA, Adj: 7
City: Vidalia, GA, Adj: 4
City: Villas, NJ, Adj: 12
City: Vincennes, IN, Adj: 6
City: Vineland, NJ, Adj: 13
City: Vineyard Haven, MA, Adj: 3
City: Virginia, MN, Adj: 3
City: Virginia Beach, VA, Adj: 4
City: Visalia, CA, Adj: 17
City: Wabash, IN, Adj: 14
City: Waco, TX, Adj: 14
City: Waconia, MN, Adj: 19
City: Wahpeton, ND, Adj: 8
City: Walden, NY, Adj: 11
City: Waldorf, MD, Adj: 9
City: Walla Walla, WA, Adj: 8
City: Wapakoneta, OH, Adj: 14
City: Warner Robins, GA, Adj: 7
City: Warren, PA, Adj: 6
City: Warrensburg, MO, Adj: 11
City: Warsaw, IN, Adj: 14
City: Warwick, NY, Adj: 12
City: Wasco, CA, Adj: 13
City: Washington, DC, Adj: 10
City: Washington, IN, Adj: 7
City: Washington, MO, Adj: 12
City: Washington, NJ, Adj: 16
City: Washington, NC, Adj: 10
City: Washington Court House, OH, Adj: 12
City: Waterbury, CT, Adj: 10
City: Waterloo, IA, Adj: 7
City: Watertown, NY, Adj: 3
City: Watertown, SD, Adj: 11
City: Watertown, WI, Adj: 30
City: Waterville, ME, Adj: 5
City: Watsonville, CA, Adj: 13
City: Wauchula, FL, Adj: 13
City: Waupun, WI, Adj: 28
City: Wausau, WI, Adj: 5
City: Waycross, GA, Adj: 3
City: Waynesboro, PA, Adj: 14
City: Weatherford, OK, Adj: 10
City: Weatherford, TX, Adj: 13
City: Weirton, WV, Adj: 25
City: Wenatchee, WA, Adj: 7
City: Wendell, NC, Adj: 14
City: West Bend, WI, Adj: 26
City: Westminster, MD, Adj: 16
City: West Plains, MO, Adj: 6
City: West Point, NY, Adj: 12
City: Wheeling, WV, Adj: 23
City: Whitehall, MI, Adj: 4
City: Whitewater, WI, Adj: 29
City: Wichita, KS, Adj: 16
City: Wichita Falls, TX, Adj: 8
City: Williamsburg, VA, Adj: 3
City: Williamsport, PA, Adj: 11
City: Willimantic, CT, Adj: 12
City: Williston, ND, Adj: 1
City: Willmar, MN, Adj: 11
City: Wilmington, NC, Adj: 3
City: Wilmington, OH, Adj: 14
City: Wilson, NC, Adj: 13
City: Winchester, KY, Adj: 19
City: Winchester, TN, Adj: 14
City: Winchester, VA, Adj: 8
City: Winder, GA, Adj: 7
City: Winfield, KS, Adj: 22
City: Winnemucca, NV, Adj: 2
City: Winona, MN, Adj: 6
City: Winston-Salem, NC, Adj: 11
City: Winter Haven, FL, Adj: 12
City: Wisconsin Rapids, WI, Adj: 9
City: Woodburn, OR, Adj: 16
City: Woodland, CA, Adj: 20
City: Woodland Park, CO, Adj: 11
City: Woodstock, IL, Adj: 23
City: Woodward, OK, Adj: 5
City: Wooster, OH, Adj: 15
City: Worcester, MA, Adj: 13
City: Worthington, MN, Adj: 10
City: Yakima, WA, Adj: 9
City: Yankton, SD, Adj: 10
City: Yauco, PR, Adj: 14
City: Yazoo City, MS, Adj: 10
City: Yelm, WA, Adj: 12
City: York, PA, Adj: 16
City: Youngstown, OH, Adj: 15
City: Yuba City, CA, Adj: 15
City: Yucca Valley, CA, Adj: 7
City: Yuma, AZ, Adj: 8
City: Zanesville, OH, Adj: 11
City: Zapata, TX, Adj: 3
City: Zephyrhills, FL, Adj: 13
